invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,revenue,age_group,month
I241406,C846170,Female,50,Cosmetics,1,40.66,Debit Card,17-01-21,Cevahir AVM,40.66,46-55,January
I336785,C204138,Male,50,Clothing,2,600.16,Debit Card,16-07-22,Mall of Istanbul,1200.32,46-55,July
I123223,C298243,Male,65,Clothing,1,300.08,Credit Card,26-07-21,Viaport Outlet,300.08,56-65,July
I134255,C100030,Male,46,Clothing,4,1200.32,Cash,13-10-22,Mall of Istanbul,4801.28,46-55,October
I219110,C308546,Female,62,Shoes,3,1800.51,Debit Card,20-12-21,Cevahir AVM,5401.53,56-65,December
I303378,C226400,Male,50,Clothing,5,1500.4,Cash,16-06-21,Kanyon,7502,46-55,June
I223177,C723526,Male,62,Clothing,4,1200.32,Cash,27-04-21,Kanyon,4801.28,56-65,April
I426181,C500925,Female,34,Technology,2,2100,Cash,17-07-21,Emaar Square Mall,4200,26-35,July
I313909,C575944,Female,60,Cosmetics,1,40.66,Credit Card,05-04-21,Kanyon,40.66,56-65,April
I147132,C111863,Female,27,Clothing,4,1200.32,Cash,13-10-21,Emaar Square Mall,4801.28,26-35,October
I211314,C103396,Female,68,Cosmetics,1,40.66,Cash,18-05-21,Metropol AVM,40.66,65+,May
I203694,C179036,Female,18,Shoes,1,600.17,Credit Card,04-07-21,Mall of Istanbul,600.17,<18,July
I292375,C607501,Male,50,Souvenir,5,58.65,Credit Card,17-05-21,Metrocity,293.25,46-55,May
I224945,C268655,Female,28,Cosmetics,5,203.3,Cash,13-04-21,Viaport Outlet,1016.5,26-35,April
I271425,C794437,Female,54,Clothing,3,900.24,Cash,28-04-21,Mall of Istanbul,2700.72,46-55,April
I219507,C239434,Female,65,Cosmetics,3,121.98,Cash,25-07-22,Mall of Istanbul,365.94,56-65,July
I504216,C167084,Female,40,Shoes,1,600.17,Credit Card,26-08-22,Metrocity,600.17,36-45,August
I501263,C165925,Male,55,Clothing,3,900.24,Cash,17-10-21,Cevahir AVM,2700.72,46-55,October
I273556,C871796,Female,56,Clothing,3,900.24,Cash,21-05-21,Mall of Istanbul,2700.72,56-65,May
I202393,C236377,Male,57,Toys,4,143.36,Credit Card,02-01-22,Metrocity,573.44,56-65,January
I129720,C262548,Female,39,Food & Beverage,4,20.92,Debit Card,09-08-21,Kanyon,83.68,36-45,August
I138255,C255816,Female,55,Clothing,5,1500.4,Credit Card,13-12-22,Metropol AVM,7502,46-55,December
I197520,C185533,Female,61,Food & Beverage,3,15.69,Cash,04-01-23,Mall of Istanbul,47.07,56-65,January
I838245,C225284,Female,33,Clothing,3,900.24,Credit Card,27-02-23,Kanyon,2700.72,26-35,February
I100031,C378408,Male,18,Food & Beverage,3,15.69,Credit Card,23-06-22,Emaar Square Mall,47.07,<18,June
I146507,C151455,Male,55,Food & Beverage,4,20.92,Cash,04-10-22,Viaport Outlet,83.68,46-55,October
I646808,C302073,Male,24,Clothing,4,1200.32,Cash,04-06-21,Viaport Outlet,4801.28,18-25,June
I296894,C778937,Female,24,Food & Beverage,1,5.23,Debit Card,05-06-22,Mall of Istanbul,5.23,18-25,June
I214147,C288498,Male,66,Cosmetics,2,81.32,Credit Card,01-03-22,Forum Istanbul,162.64,65+,March
I590036,C801880,Male,42,Clothing,3,900.24,Credit Card,03-05-22,Metrocity,2700.72,36-45,May
I250616,C312937,Female,42,Toys,1,35.84,Debit Card,28-05-22,Mall of Istanbul,35.84,36-45,May
I679138,C313781,Male,30,Clothing,2,600.16,Credit Card,05-06-22,Kanyon,1200.32,26-35,June
I121469,C338474,Male,52,Toys,5,179.2,Credit Card,14-07-21,Mall of Istanbul,896,46-55,July
I237608,C952067,Male,23,Clothing,1,300.08,Cash,20-06-22,Metrocity,300.08,18-25,June
I326728,C338902,Female,27,Clothing,5,1500.4,Cash,30-03-21,Kanyon,7502,26-35,March
I229249,C338486,Female,69,Technology,5,5250,Credit Card,23-10-22,Forum Istanbul,26250,65+,October
I860894,C914593,Female,44,Clothing,4,1200.32,Cash,08-11-22,Metropol AVM,4801.28,36-45,November
I201293,C891927,Female,39,Food & Beverage,4,20.92,Cash,14-04-22,Mall of Istanbul,83.68,36-45,April
I265067,C324362,Male,38,Technology,3,3150,Cash,25-09-21,Istinye Park,9450,36-45,September
I203346,C309142,Male,64,Clothing,1,300.08,Cash,28-09-21,Metropol AVM,300.08,56-65,September
I172760,C266407,Male,45,Cosmetics,3,121.98,Debit Card,02-08-21,Metrocity,365.94,36-45,August
I607043,C288375,Female,69,Clothing,4,1200.32,Debit Card,23-10-21,Metrocity,4801.28,65+,October
I251464,C209055,Male,29,Food & Beverage,5,26.15,Cash,28-03-22,Metrocity,130.75,26-35,March
I690778,C637820,Male,69,Clothing,1,300.08,Credit Card,17-02-23,Kanyon,300.08,65+,February
I277777,C246074,Male,40,Souvenir,2,23.46,Credit Card,19-06-22,Emaar Square Mall,46.92,36-45,June
I203953,C591181,Male,22,Souvenir,1,11.73,Cash,19-01-22,Kanyon,11.73,18-25,January
I998044,C384519,Female,42,Clothing,3,900.24,Credit Card,12-05-21,Istinye Park,2700.72,36-45,May
I937525,C336887,Male,62,Cosmetics,1,40.66,Credit Card,29-06-21,Kanyon,40.66,56-65,June
I260846,C174378,Male,49,Souvenir,3,35.19,Credit Card,07-07-22,Kanyon,105.57,46-55,July
I721616,C301422,Female,24,Souvenir,5,58.65,Credit Card,25-08-21,Viaport Outlet,293.25,18-25,August
I929080,C622263,Female,46,Food & Beverage,4,20.92,Cash,05-10-22,Emaar Square Mall,83.68,46-55,October
I633398,C788242,Female,57,Books,5,75.75,Cash,15-03-22,Metropol AVM,378.75,56-65,March
I173117,C158260,Male,19,Clothing,2,600.16,Debit Card,03-07-22,Istinye Park,1200.32,18-25,July
I109961,C719700,Male,21,Cosmetics,5,203.3,Debit Card,08-03-22,Mall of Istanbul,1016.5,18-25,March
I265669,C242767,Female,49,Food & Beverage,3,15.69,Debit Card,21-12-21,Metrocity,47.07,46-55,December
I278941,C639209,Male,23,Shoes,3,1800.51,Credit Card,16-03-21,Istinye Park,5401.53,18-25,March
I562460,C243926,Female,59,Shoes,5,3000.85,Cash,15-12-21,Metropol AVM,15004.25,56-65,December
I199671,C708302,Female,25,Food & Beverage,1,5.23,Credit Card,03-10-22,Cevahir AVM,5.23,18-25,October
I153003,C324050,Female,37,Clothing,2,600.16,Cash,01-12-21,Mall of Istanbul,1200.32,36-45,December
I615040,C178830,Female,48,Food & Beverage,5,26.15,Cash,31-01-23,Mall of Istanbul,130.75,46-55,January
I174770,C244669,Female,38,Toys,1,35.84,Cash,30-09-22,Istinye Park,35.84,36-45,September
I167068,C922642,Female,51,Clothing,4,1200.32,Cash,01-12-22,Metrocity,4801.28,46-55,December
I695623,C176136,Female,61,Clothing,4,1200.32,Cash,28-04-21,Mall of Istanbul,4801.28,56-65,April
I231582,C232014,Female,59,Clothing,2,600.16,Cash,17-08-21,Kanyon,1200.32,56-65,August
I902298,C104329,Male,32,Toys,3,107.52,Debit Card,27-06-22,Istinye Park,322.56,26-35,June
I288955,C139046,Female,27,Books,3,45.45,Cash,13-01-21,Cevahir AVM,136.35,26-35,January
I383901,C296909,Female,36,Clothing,4,1200.32,Credit Card,05-08-21,Istinye Park,4801.28,36-45,August
I768768,C565553,Male,68,Clothing,3,900.24,Credit Card,27-03-22,Metrocity,2700.72,65+,March
I322415,C193023,Male,61,Food & Beverage,2,10.46,Credit Card,08-07-21,Metrocity,20.92,56-65,July
I303610,C113389,Female,65,Cosmetics,2,81.32,Credit Card,25-10-22,Mall of Istanbul,162.64,56-65,October
I891197,C114361,Male,54,Shoes,1,600.17,Cash,18-01-22,Mall of Istanbul,600.17,46-55,January
I114932,C226220,Male,61,Clothing,2,600.16,Cash,15-02-23,Kanyon,1200.32,56-65,February
I972079,C338270,Female,42,Cosmetics,3,121.98,Credit Card,19-02-22,Istinye Park,365.94,36-45,February
I257191,C117092,Female,50,Clothing,2,600.16,Cash,02-01-22,Metrocity,1200.32,46-55,January
I317839,C295712,Male,33,Cosmetics,4,162.64,Credit Card,19-08-21,Kanyon,650.56,26-35,August
I365399,C343037,Male,61,Food & Beverage,2,10.46,Cash,03-01-21,Forum Istanbul,20.92,56-65,January
I140866,C138124,Female,33,Clothing,5,1500.4,Cash,03-09-22,Mall of Istanbul,7502,26-35,September
I844867,C302423,Male,62,Technology,5,5250,Cash,26-09-22,Metrocity,26250,56-65,September
I305728,C286404,Male,36,Technology,3,3150,Credit Card,24-12-21,Mall of Istanbul,9450,36-45,December
I152397,C200860,Female,51,Technology,5,5250,Debit Card,29-05-22,Kanyon,26250,46-55,May
I109972,C636364,Male,61,Clothing,5,1500.4,Cash,26-05-21,Mall of Istanbul,7502,56-65,May
I114421,C207820,Female,59,Cosmetics,5,203.3,Credit Card,08-04-21,Mall of Istanbul,1016.5,56-65,April
I267251,C214176,Male,43,Food & Beverage,5,26.15,Cash,10-01-22,Emaar Square Mall,130.75,36-45,January
I136868,C522702,Male,51,Clothing,1,300.08,Credit Card,04-06-21,Kanyon,300.08,46-55,June
I837531,C145728,Female,53,Clothing,1,300.08,Cash,05-08-22,Metrocity,300.08,46-55,August
I110697,C154843,Female,47,Books,1,15.15,Cash,24-02-21,Mall of Istanbul,15.15,46-55,February
I290318,C804339,Female,28,Shoes,3,1800.51,Credit Card,09-11-22,Kanyon,5401.53,26-35,November
I260004,C219719,Male,67,Food & Beverage,3,15.69,Credit Card,24-01-22,Istinye Park,47.07,65+,January
I101018,C266367,Female,26,Food & Beverage,1,5.23,Debit Card,20-12-22,Forum Istanbul,5.23,26-35,December
I168016,C326933,Female,54,Cosmetics,1,40.66,Debit Card,10-07-22,Mall of Istanbul,40.66,46-55,July
I247656,C450111,Female,52,Clothing,4,1200.32,Cash,25-01-21,Forum Istanbul,4801.28,46-55,January
I130967,C308442,Female,68,Clothing,4,1200.32,Credit Card,10-05-22,Metropol AVM,4801.28,65+,May
I289187,C589101,Female,32,Clothing,3,900.24,Cash,27-11-22,Metropol AVM,2700.72,26-35,November
I281870,C158008,Female,62,Clothing,2,600.16,Cash,24-01-23,Metrocity,1200.32,56-65,January
I529948,C921280,Female,58,Toys,3,107.52,Debit Card,04-05-22,Kanyon,322.56,56-65,May
I957397,C217124,Female,50,Toys,4,143.36,Cash,17-04-21,Metrocity,573.44,46-55,April
I725077,C267050,Female,54,Clothing,1,300.08,Cash,03-09-21,Zorlu Center,300.08,46-55,September
I743732,C314608,Female,35,Clothing,1,300.08,Debit Card,26-12-21,Viaport Outlet,300.08,26-35,December
I245877,C169430,Male,47,Books,2,30.3,Cash,22-02-21,Mall of Istanbul,60.6,46-55,February
I101460,C247762,Female,45,Clothing,5,1500.4,Cash,11-01-22,Zorlu Center,7502,36-45,January
I268190,C671962,Male,40,Clothing,4,1200.32,Credit Card,29-06-21,Forum Istanbul,4801.28,36-45,June
I225015,C192898,Female,55,Clothing,3,900.24,Credit Card,28-09-22,Mall of Istanbul,2700.72,46-55,September
I391506,C651564,Male,18,Food & Beverage,5,26.15,Credit Card,15-05-22,Metrocity,130.75,<18,May
I880717,C326465,Female,41,Souvenir,3,35.19,Cash,10-10-21,Mall of Istanbul,105.57,36-45,October
I194001,C241985,Female,38,Cosmetics,4,162.64,Cash,11-04-22,Metrocity,650.56,36-45,April
I579914,C227165,Male,21,Cosmetics,3,121.98,Credit Card,16-01-23,Kanyon,365.94,18-25,January
I307113,C204694,Female,26,Clothing,1,300.08,Cash,17-08-21,Mall of Istanbul,300.08,26-35,August
I307180,C911878,Female,27,Clothing,2,600.16,Debit Card,06-02-21,Cevahir AVM,1200.32,26-35,February
I149764,C320013,Female,63,Clothing,2,600.16,Credit Card,05-11-21,Emaar Square Mall,1200.32,56-65,November
I486025,C325395,Female,30,Toys,1,35.84,Cash,18-11-22,Metrocity,35.84,26-35,November
I110638,C180351,Female,62,Clothing,2,600.16,Cash,12-09-22,Metrocity,1200.32,56-65,September
I294689,C617708,Female,67,Toys,1,35.84,Cash,21-12-21,Kanyon,35.84,65+,December
I545842,C330608,Female,54,Technology,4,4200,Debit Card,11-04-22,Forum Istanbul,16800,46-55,April
I242114,C297738,Male,37,Clothing,2,600.16,Credit Card,02-09-22,Kanyon,1200.32,36-45,September
I306082,C405380,Female,64,Clothing,5,1500.4,Credit Card,19-04-22,Mall of Istanbul,7502,56-65,April
I255233,C173170,Male,41,Clothing,4,1200.32,Credit Card,16-02-23,Metrocity,4801.28,36-45,February
I254755,C101917,Male,32,Cosmetics,3,121.98,Cash,09-12-21,Kanyon,365.94,26-35,December
I833259,C131375,Female,49,Toys,5,179.2,Cash,27-03-22,Istinye Park,896,46-55,March
I263544,C129998,Male,23,Shoes,4,2400.68,Cash,18-02-22,Mall of Istanbul,9602.72,18-25,February
I306848,C111743,Female,39,Toys,3,107.52,Cash,21-06-22,Mall of Istanbul,322.56,36-45,June
I297833,C116247,Female,43,Technology,4,4200,Cash,12-07-21,Mall of Istanbul,16800,36-45,July
I672269,C283420,Female,25,Toys,3,107.52,Debit Card,30-08-22,Metropol AVM,322.56,18-25,August
I324606,C244821,Female,35,Clothing,3,900.24,Debit Card,31-10-21,Metropol AVM,2700.72,26-35,October
I636173,C263235,Male,54,Clothing,4,1200.32,Credit Card,20-12-21,Emaar Square Mall,4801.28,46-55,December
I334692,C220157,Male,37,Shoes,1,600.17,Cash,29-06-22,Mall of Istanbul,600.17,36-45,June
I706749,C967086,Male,53,Toys,2,71.68,Cash,16-01-22,Metrocity,143.36,46-55,January
I216397,C263044,Female,61,Clothing,4,1200.32,Credit Card,04-08-22,Mall of Istanbul,4801.28,56-65,August
I241636,C197574,Male,67,Cosmetics,4,162.64,Debit Card,17-12-21,Kanyon,650.56,65+,December
I122251,C240844,Female,22,Technology,4,4200,Cash,19-05-21,Kanyon,16800,18-25,May
I190864,C291815,Male,68,Technology,3,3150,Credit Card,22-02-22,Metrocity,9450,65+,February
I283039,C115480,Male,23,Toys,3,107.52,Debit Card,26-08-21,Cevahir AVM,322.56,18-25,August
I998731,C117771,Female,41,Cosmetics,3,121.98,Credit Card,27-06-22,Istinye Park,365.94,36-45,June
I233698,C243584,Female,62,Clothing,3,900.24,Debit Card,16-03-22,Istinye Park,2700.72,56-65,March
I165706,C635807,Female,27,Shoes,4,2400.68,Credit Card,06-12-21,Kanyon,9602.72,26-35,December
I440159,C375941,Female,58,Toys,1,35.84,Credit Card,14-10-22,Forum Istanbul,35.84,56-65,October
I280859,C193665,Male,39,Clothing,5,1500.4,Cash,10-03-22,Mall of Istanbul,7502,36-45,March
I164159,C339982,Female,42,Books,1,15.15,Cash,18-03-21,Forum Istanbul,15.15,36-45,March
I359490,C139338,Male,27,Shoes,3,1800.51,Credit Card,04-06-21,Viaport Outlet,5401.53,26-35,June
I259406,C122790,Female,40,Clothing,5,1500.4,Credit Card,26-06-21,Viaport Outlet,7502,36-45,June
I699951,C231176,Female,26,Cosmetics,5,203.3,Cash,22-02-21,Metrocity,1016.5,26-35,February
I272028,C915270,Female,59,Clothing,5,1500.4,Credit Card,22-05-22,Metrocity,7502,56-65,May
I303752,C561010,Male,43,Souvenir,5,58.65,Debit Card,13-10-21,Metropol AVM,293.25,36-45,October
I326592,C127545,Female,40,Toys,3,107.52,Debit Card,07-06-22,Metrocity,322.56,36-45,June
I394617,C117722,Male,59,Toys,2,71.68,Debit Card,05-06-22,Viaport Outlet,143.36,56-65,June
I317828,C856981,Male,18,Books,1,15.15,Cash,30-05-21,Kanyon,15.15,<18,May
I199519,C223163,Female,67,Food & Beverage,5,26.15,Cash,28-12-22,Zorlu Center,130.75,65+,December
I306730,C442920,Male,63,Clothing,1,300.08,Cash,08-05-22,Zorlu Center,300.08,56-65,May
I136731,C936558,Male,57,Toys,2,71.68,Cash,17-12-21,Emaar Square Mall,143.36,56-65,December
I243831,C942086,Male,57,Food & Beverage,1,5.23,Cash,20-03-21,Cevahir AVM,5.23,56-65,March
I136878,C837378,Male,44,Cosmetics,1,40.66,Cash,08-11-21,Istinye Park,40.66,36-45,November
I216231,C206207,Male,67,Books,5,75.75,Debit Card,17-03-21,Viaport Outlet,378.75,65+,March
I335175,C901295,Male,54,Shoes,3,1800.51,Cash,26-03-21,Kanyon,5401.53,46-55,March
I478068,C138277,Female,34,Clothing,2,600.16,Credit Card,12-02-22,Mall of Istanbul,1200.32,26-35,February
I311602,C340143,Male,18,Clothing,2,600.16,Cash,19-02-21,Metropol AVM,1200.32,<18,February
I121561,C134738,Female,57,Clothing,3,900.24,Credit Card,04-08-21,Emaar Square Mall,2700.72,56-65,August
I677825,C109031,Female,24,Cosmetics,2,81.32,Cash,06-09-21,Emaar Square Mall,162.64,18-25,September
I199141,C227983,Female,31,Toys,3,107.52,Debit Card,29-01-22,Cevahir AVM,322.56,26-35,January
I318498,C426507,Female,41,Clothing,4,1200.32,Credit Card,09-01-22,Kanyon,4801.28,36-45,January
I258406,C509267,Male,42,Food & Beverage,3,15.69,Cash,21-02-23,Forum Istanbul,47.07,36-45,February
I127798,C180995,Male,43,Books,1,15.15,Cash,04-06-21,Kanyon,15.15,36-45,June
I142651,C146414,Female,62,Cosmetics,4,162.64,Credit Card,19-03-22,Kanyon,650.56,56-65,March
I277645,C147715,Male,47,Clothing,4,1200.32,Credit Card,11-08-22,Mall of Istanbul,4801.28,46-55,August
I506293,C274577,Female,49,Clothing,2,600.16,Credit Card,06-06-21,Kanyon,1200.32,46-55,June
I295741,C179707,Female,39,Clothing,2,600.16,Cash,12-04-22,Metrocity,1200.32,36-45,April
I129256,C225695,Male,60,Books,2,30.3,Credit Card,25-02-23,Kanyon,60.6,56-65,February
I141600,C495528,Female,53,Clothing,5,1500.4,Cash,18-01-21,Kanyon,7502,46-55,January
I385487,C225558,Male,65,Shoes,5,3000.85,Credit Card,12-10-21,Metrocity,15004.25,56-65,October
I136589,C326607,Female,52,Clothing,1,300.08,Credit Card,05-03-23,Mall of Istanbul,300.08,46-55,March
I197140,C196779,Female,25,Toys,3,107.52,Cash,08-03-23,Kanyon,322.56,18-25,March
I166121,C320235,Female,31,Shoes,2,1200.34,Cash,11-12-22,Cevahir AVM,2400.68,26-35,December
I237837,C895659,Male,59,Shoes,2,1200.34,Cash,24-03-22,Metropol AVM,2400.68,56-65,March
I120455,C259254,Female,68,Food & Beverage,2,10.46,Cash,30-01-21,Emaar Square Mall,20.92,65+,January
I254483,C288173,Male,53,Clothing,4,1200.32,Credit Card,26-02-22,Mall of Istanbul,4801.28,46-55,February
I592156,C128672,Female,24,Cosmetics,1,40.66,Credit Card,31-12-21,Istinye Park,40.66,18-25,December
I207159,C195778,Female,50,Clothing,3,900.24,Cash,20-09-21,Viaport Outlet,2700.72,46-55,September
I675239,C158139,Female,41,Clothing,2,600.16,Credit Card,17-07-22,Emaar Square Mall,1200.32,36-45,July
I120757,C266643,Female,43,Cosmetics,1,40.66,Cash,04-01-23,Metropol AVM,40.66,36-45,January
I338538,C121142,Male,42,Toys,5,179.2,Cash,06-03-22,Mall of Istanbul,896,36-45,March
I776928,C189990,Male,57,Technology,5,5250,Cash,22-04-21,Metropol AVM,26250,56-65,April
I187766,C192209,Male,63,Food & Beverage,4,20.92,Cash,30-10-22,Metrocity,83.68,56-65,October
I383153,C165988,Female,31,Technology,4,4200,Cash,11-10-21,Istinye Park,16800,26-35,October
I269091,C249277,Male,22,Clothing,2,600.16,Credit Card,04-03-22,Metropol AVM,1200.32,18-25,March
I418942,C240346,Male,35,Technology,4,4200,Debit Card,31-01-23,Kanyon,16800,26-35,January
I868795,C176302,Female,65,Clothing,1,300.08,Cash,14-10-22,Kanyon,300.08,56-65,October
I825297,C186882,Male,36,Toys,2,71.68,Credit Card,24-04-22,Mall of Istanbul,143.36,36-45,April
I991490,C682351,Male,32,Clothing,3,900.24,Debit Card,19-11-21,Mall of Istanbul,2700.72,26-35,November
I321969,C965540,Female,26,Toys,2,71.68,Cash,09-02-23,Metropol AVM,143.36,26-35,February
I237395,C145849,Male,52,Clothing,5,1500.4,Cash,28-08-21,Forum Istanbul,7502,46-55,August
I471829,C111247,Female,45,Clothing,5,1500.4,Cash,04-06-21,Mall of Istanbul,7502,36-45,June
I300392,C172136,Male,18,Clothing,2,600.16,Credit Card,11-03-22,Cevahir AVM,1200.32,<18,March
I123952,C144542,Female,69,Cosmetics,2,81.32,Debit Card,11-10-21,Forum Istanbul,162.64,65+,October
I212817,C143479,Female,27,Cosmetics,4,162.64,Cash,15-02-23,Zorlu Center,650.56,26-35,February
I169904,C104512,Female,26,Clothing,3,900.24,Cash,25-04-21,Mall of Istanbul,2700.72,26-35,April
I237409,C425732,Female,20,Clothing,3,900.24,Debit Card,16-04-21,Mall of Istanbul,2700.72,18-25,April
I173073,C760172,Female,32,Clothing,3,900.24,Credit Card,14-11-21,Cevahir AVM,2700.72,26-35,November
I153857,C439507,Female,18,Souvenir,2,23.46,Credit Card,28-05-21,Metrocity,46.92,<18,May
I168322,C602366,Male,55,Food & Beverage,4,20.92,Cash,05-10-21,Metrocity,83.68,46-55,October
I108651,C462307,Female,65,Clothing,2,600.16,Cash,04-05-22,Mall of Istanbul,1200.32,56-65,May
I262389,C193687,Male,27,Toys,4,143.36,Credit Card,01-01-21,Istinye Park,573.44,26-35,January
I148257,C106891,Male,41,Toys,1,35.84,Credit Card,17-12-22,Istinye Park,35.84,36-45,December
I320696,C584118,Female,34,Toys,4,143.36,Debit Card,11-12-22,Metrocity,573.44,26-35,December
I294877,C265772,Female,27,Clothing,3,900.24,Debit Card,11-01-22,Cevahir AVM,2700.72,26-35,January
I200234,C251952,Male,19,Technology,5,5250,Cash,13-07-21,Kanyon,26250,18-25,July
I191215,C241476,Female,47,Clothing,4,1200.32,Credit Card,26-02-22,Metropol AVM,4801.28,46-55,February
I300445,C741706,Female,18,Toys,5,179.2,Credit Card,23-02-22,Istinye Park,896,<18,February
I623195,C557178,Female,44,Toys,1,35.84,Credit Card,16-10-21,Mall of Istanbul,35.84,36-45,October
I176382,C294311,Female,52,Food & Beverage,5,26.15,Credit Card,10-10-22,Zorlu Center,130.75,46-55,October
I237846,C122029,Male,40,Clothing,2,600.16,Credit Card,25-07-22,Metrocity,1200.32,36-45,July
I301771,C337163,Female,57,Clothing,5,1500.4,Cash,30-05-21,Zorlu Center,7502,56-65,May
I159470,C528340,Female,57,Clothing,2,600.16,Cash,29-08-22,Zorlu Center,1200.32,56-65,August
I881158,C141028,Female,18,Clothing,2,600.16,Cash,04-10-21,Metropol AVM,1200.32,<18,October
I185715,C853079,Female,52,Technology,1,1050,Credit Card,17-10-22,Istinye Park,1050,46-55,October
I179925,C111514,Female,32,Food & Beverage,2,10.46,Cash,27-08-22,Emaar Square Mall,20.92,26-35,August
I215991,C242598,Female,45,Clothing,1,300.08,Cash,03-06-22,Kanyon,300.08,36-45,June
I114659,C675617,Female,41,Cosmetics,1,40.66,Credit Card,14-03-22,Metropol AVM,40.66,36-45,March
I482781,C118284,Male,46,Cosmetics,3,121.98,Cash,24-07-22,Metrocity,365.94,46-55,July
I312794,C301634,Female,51,Clothing,2,600.16,Debit Card,08-09-22,Metropol AVM,1200.32,46-55,September
I718097,C172485,Female,62,Food & Beverage,3,15.69,Cash,06-03-22,Zorlu Center,47.07,56-65,March
I313615,C224325,Female,65,Cosmetics,2,81.32,Credit Card,04-10-22,Viaport Outlet,162.64,56-65,October
I301176,C294148,Male,36,Clothing,1,300.08,Debit Card,14-10-22,Kanyon,300.08,36-45,October
I886446,C151136,Female,60,Clothing,1,300.08,Credit Card,20-09-21,Metrocity,300.08,56-65,September
I257943,C907856,Female,40,Clothing,4,1200.32,Credit Card,17-05-22,Kanyon,4801.28,36-45,May
I679144,C300411,Male,52,Cosmetics,4,162.64,Credit Card,10-05-21,Mall of Istanbul,650.56,46-55,May
I205154,C654126,Female,40,Food & Beverage,3,15.69,Cash,07-04-21,Istinye Park,47.07,36-45,April
I976158,C461519,Male,30,Clothing,5,1500.4,Credit Card,11-04-22,Mall of Istanbul,7502,26-35,April
I230275,C468477,Female,53,Cosmetics,5,203.3,Cash,14-03-21,Metrocity,1016.5,46-55,March
I176058,C242626,Male,27,Technology,2,2100,Debit Card,01-02-21,Kanyon,4200,26-35,February
I208082,C697932,Male,28,Food & Beverage,1,5.23,Credit Card,25-05-22,Forum Istanbul,5.23,26-35,May
I208145,C294441,Male,19,Toys,3,107.52,Credit Card,26-01-22,Istinye Park,322.56,18-25,January
I170494,C144727,Male,39,Food & Beverage,4,20.92,Cash,25-04-21,Viaport Outlet,83.68,36-45,April
I210855,C253581,Male,20,Clothing,1,300.08,Debit Card,14-03-21,Metropol AVM,300.08,18-25,March
I242855,C311995,Female,20,Clothing,1,300.08,Credit Card,10-02-22,Mall of Istanbul,300.08,18-25,February
I148539,C238193,Female,67,Toys,3,107.52,Cash,24-07-21,Metrocity,322.56,65+,July
I241490,C953819,Female,69,Clothing,2,600.16,Debit Card,31-05-21,Mall of Istanbul,1200.32,65+,May
I168523,C286444,Male,41,Cosmetics,4,162.64,Cash,03-09-22,Emaar Square Mall,650.56,36-45,September
I232249,C179632,Female,25,Food & Beverage,2,10.46,Cash,24-08-21,Metrocity,20.92,18-25,August
I110229,C108231,Female,31,Clothing,1,300.08,Cash,19-08-22,Metrocity,300.08,26-35,August
I157635,C288662,Male,36,Cosmetics,5,203.3,Cash,28-08-22,Istinye Park,1016.5,36-45,August
I341163,C227082,Female,48,Shoes,2,1200.34,Credit Card,03-05-22,Viaport Outlet,2400.68,46-55,May
I254453,C336514,Female,54,Clothing,5,1500.4,Cash,02-03-22,Istinye Park,7502,46-55,March
I485937,C168937,Female,46,Food & Beverage,3,15.69,Cash,07-02-23,Metropol AVM,47.07,46-55,February
I312849,C202471,Female,28,Clothing,3,900.24,Debit Card,16-01-22,Kanyon,2700.72,26-35,January
I247361,C162541,Male,29,Food & Beverage,4,20.92,Credit Card,19-01-21,Istinye Park,83.68,26-35,January
I196135,C290923,Female,38,Books,5,75.75,Credit Card,27-03-21,Kanyon,378.75,36-45,March
I254878,C372510,Female,63,Clothing,5,1500.4,Debit Card,31-08-21,Kanyon,7502,56-65,August
I969309,C766974,Female,64,Clothing,4,1200.32,Debit Card,09-12-21,Emaar Square Mall,4801.28,56-65,December
I281968,C825018,Female,53,Technology,1,1050,Credit Card,27-02-23,Viaport Outlet,1050,46-55,February
I239988,C519423,Female,61,Food & Beverage,3,15.69,Cash,14-01-21,Metrocity,47.07,56-65,January
I137485,C125491,Female,19,Clothing,5,1500.4,Cash,21-09-21,Viaport Outlet,7502,18-25,September
I151281,C565312,Male,24,Clothing,3,900.24,Credit Card,07-09-22,Mall of Istanbul,2700.72,18-25,September
I314819,C182044,Female,52,Cosmetics,2,81.32,Debit Card,13-02-21,Kanyon,162.64,46-55,February
I769093,C141761,Female,29,Clothing,3,900.24,Credit Card,28-10-21,Mall of Istanbul,2700.72,26-35,October
I162751,C306603,Female,59,Clothing,1,300.08,Cash,06-08-21,Kanyon,300.08,56-65,August
I220896,C190970,Female,24,Shoes,1,600.17,Credit Card,13-07-22,Istinye Park,600.17,18-25,July
I219505,C714888,Male,55,Clothing,1,300.08,Credit Card,20-09-22,Metrocity,300.08,46-55,September
I632727,C129939,Male,43,Technology,3,3150,Debit Card,15-03-21,Zorlu Center,9450,36-45,March
I282133,C931624,Female,53,Clothing,4,1200.32,Cash,11-04-21,Istinye Park,4801.28,46-55,April
I313367,C312399,Female,53,Shoes,2,1200.34,Debit Card,24-03-21,Viaport Outlet,2400.68,46-55,March
I223225,C364240,Female,30,Cosmetics,3,121.98,Debit Card,10-12-22,Kanyon,365.94,26-35,December
I199807,C270213,Female,25,Food & Beverage,1,5.23,Debit Card,06-04-22,Forum Istanbul,5.23,18-25,April
